gameid,homeTeam,homeId,awayTeam,awayId,preShotsHome,preHitsHome,prePenaltiesHome,preShotsAway,preHitsAway,prePenaltiesAway,preShotsTotal,preHitsTotal,prePenaltiesTotal,fightTime,player1Id,player1Name,player2Id,player2Name,postShotsHome,postHitsHome,postPenaltiesHome,postShotsAway,postHitsAway,postPenaltiesAway,postShotsTotal,postHitsTotal,postPenaltiesTotal
2015020003,Calgary Flames,20,Vancouver Canucks,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:02,8475907.0,Micheal Ferland,8473432.0,Derek Dorsett,29.02,28.02,7.0,39.02,16.01,7.0,68.04,44.02,14.01
2015020003,Calgary Flames,20,Vancouver Canucks,23,45.19,45.19,15.06,22.59,15.06,7.53,67.78,60.25,22.59,08:02,8475650.0,Brandon Bollig,8471283.0,Brandon Prust,26.56,25.4,5.77,41.57,16.16,6.93,68.12,41.57,12.7
2015020004,Los Angeles Kings,26,San Jose Sharks,28,0.0,0.0,0.0,33.03,66.06,0.0,33.03,66.06,0.0,01:51,8475160.0,Kyle Clifford,8471371.0,Mike Brown,19.6,34.05,10.32,26.83,17.54,9.29,46.43,51.59,19.6
2015020004,Los Angeles Kings,26,San Jose Sharks,28,18.59,43.82,9.3,23.9,23.9,6.64,42.49,67.72,15.94,45:11,8476404.0,Andy Andreoff,8476624.0,Barclay Goodrow,20.25,0.0,12.15,36.45,4.05,16.2,56.69,4.05,28.35
2015020008,St. Louis Blues,19,Edmonton Oilers,22,25.05,20.49,6.83,29.6,18.22,6.83,54.65,38.71,13.66,26:21,8476441.0,Joel Edmundson,8473468.0,Eric Gryba,30.31,23.18,1.78,19.61,10.7,3.57,49.93,33.88,5.35
2015020020,Florida Panthers,13,Philadelphia Flyers,4,24.83,45.52,0.0,28.97,62.07,8.28,53.79,107.59,8.28,15:51,8473466.0,Ryan White,8465978.0,Shawn Thornton,23.1,27.18,9.51,42.13,31.26,8.15,65.23,58.44,17.67
2015020027,Colorado Avalanche,21,Dallas Stars,25,11.25,11.25,0.0,0.0,0.0,0.0,11.25,11.25,0.0,05:52,8474849.0,Antoine Roussel,8471657.0,Cody McLeod,23.28,17.73,6.65,33.25,6.65,5.54,56.53,24.38,12.19
2015020034,Buffalo Sabres,7,Columbus Blue Jackets,29,32.88,14.09,2.35,23.48,18.79,7.05,56.36,32.88,9.39,25:36,8471766.0,Jared Boll,8475235.0,Nicolas Deslauriers,26.16,10.47,5.23,20.93,15.7,6.98,47.09,26.16,12.21
2015020036,Anaheim Ducks,24,Vancouver Canucks,23,0.0,63.72,0.0,63.72,31.86,0.0,63.72,95.58,0.0,01:54,8471283.0,Brandon Prust,8470886.0,Clayton Stoner,22.28,18.44,2.3,17.67,21.51,1.54,39.95,39.95,3.84
2015020045,Los Angeles Kings,26,Vancouver Canucks,23,0.0,23.53,0.0,0.0,47.06,0.0,0.0,70.59,0.0,02:42,8476404.0,Andy Andreoff,8471283.0,Brandon Prust,15.71,25.13,4.19,24.08,20.94,4.19,39.79,46.07,8.38
2015020046,Columbus Blue Jackets,29,Ottawa Senators,9,37.67,21.98,4.19,18.84,11.51,5.23,56.51,33.49,9.42,57:44,8474697.0,Mark Borowiecki,8470169.0,Gregory Campbell,52.94,0.0,26.47,52.94,0.0,0.0,105.88,0.0,26.47
2015020049,Anaheim Ducks,24,Arizona Coyotes,53,37.86,27.53,3.44,20.65,34.42,3.44,58.51,61.95,6.88,17:26,8475764.0,Cam Fowler,8470755.0,Brad Richardson,36.65,21.14,7.05,26.78,7.05,4.23,63.43,28.19,11.28
2015020051,Pittsburgh Penguins,5,Ottawa Senators,9,36.36,26.67,3.64,23.03,29.09,3.64,59.39,55.76,7.27,49:36,8476769.0,Bobby Farnham,8474697.0,Mark Borowiecki,23.08,5.77,0.0,17.31,28.85,5.77,40.38,34.62,5.77
2015020062,Vancouver Canucks,23,St. Louis Blues,19,28.85,13.46,3.85,28.85,15.38,3.85,57.69,28.85,7.69,31:12,8474145.0,Robert Bortuzzo,8473432.0,Derek Dorsett,33.33,16.67,6.25,27.08,6.25,4.17,60.42,22.92,10.42
2015020066,Ottawa Senators,9,Nashville Predators,18,35.56,53.33,0.0,8.89,35.56,0.0,44.44,88.89,0.0,06:45,8474697.0,Mark Borowiecki,8468700.0,Paul Gaustad,29.49,23.75,8.19,18.02,22.94,5.73,47.51,46.69,13.92
2015020066,Ottawa Senators,9,Nashville Predators,18,31.61,45.66,7.02,14.05,42.15,3.51,45.66,87.8,10.54,17:09,8467890.0,Barret Jackman,8474250.0,Zack Smith,29.59,21.0,8.59,18.14,19.09,4.77,47.73,40.1,13.37
2015020072,Chicago Blackhawks,16,Columbus Blue Jackets,29,26.37,25.35,3.04,21.3,45.63,6.08,47.66,70.99,9.13,59:10,8477510.0,Kerby Rychel,8477845.0,Trevor van Riemsdyk,0.0,0.0,144.0,72.0,0.0,72.0,72.0,0.0,216.0
2015020073,Calgary Flames,20,Edmonton Oilers,22,10.08,30.25,0.0,20.17,10.08,0.0,30.25,40.34,0.0,06:06,8468674.0,Deryk Engelland,8473989.0,Luke Gazdic,23.38,20.04,4.45,23.38,14.47,5.57,46.75,34.51,10.02
2015020074,Arizona Coyotes,53,Boston Bruins,6,17.1,19.54,2.44,48.85,41.52,4.88,65.94,61.06,7.33,24:35,8476191.0,Kevan Miller,8471856.0,Joe Vitale,23.72,18.64,10.16,30.49,25.41,3.39,54.21,44.05,13.55
2015020075,New York Rangers,3,New Jersey Devils,1,24.98,40.59,0.0,18.73,28.1,0.0,43.71,68.69,0.0,19:13,8470630.0,Kevin Klein,8475151.0,Kyle Palmieri,24.6,20.5,4.1,21.87,28.7,4.1,46.47,49.2,8.2
2015020079,Los Angeles Kings,26,Colorado Avalanche,21,36.98,36.98,2.64,29.05,39.62,0.0,66.03,76.6,2.64,22:44,8471681.0,Jack Skille,8475325.0,Jordan Nolan,38.64,11.27,12.88,17.71,25.76,9.66,56.35,37.03,22.54
2015020079,Los Angeles Kings,26,Colorado Avalanche,21,36.95,36.95,5.28,29.03,39.59,2.64,65.98,76.54,7.92,22:44,8476404.0,Andy Andreoff,8471657.0,Cody McLeod,38.64,11.27,9.66,17.71,25.76,9.66,56.35,37.03,19.32
2015020081,New Jersey Devils,1,Arizona Coyotes,53,15.0,21.0,3.0,6.0,9.0,3.0,21.0,30.0,6.0,20:02,8471231.0,Kyle Chipchura,8469547.0,Jordin Tootoo,25.07,17.7,7.37,23.6,13.27,2.95,48.67,30.97,10.32
2015020084,Columbus Blue Jackets,29,New York Islanders,2,35.88,55.81,7.97,43.85,35.88,7.97,79.73,91.69,15.95,15:03,8468486.0,Scott Hartnell,8470187.0,Johnny Boychuk,37.37,33.37,1.33,18.69,22.69,9.34,56.06,56.06,10.68
2015020085,Montréal Canadiens,8,St. Louis Blues,19,28.95,24.13,2.41,57.91,48.26,0.0,86.86,72.39,2.41,25:01,8468505.0,Steve Ott,8476470.0,Nathan Beaulieu,36.02,25.73,5.15,24.01,44.59,5.15,60.03,70.32,10.29
2015020094,Ottawa Senators,9,New Jersey Devils,1,35.17,21.56,4.54,22.69,12.48,5.67,57.86,34.04,10.21,52:53,8467493.0,Chris Neil,8469547.0,Jordin Tootoo,15.49,2.21,2.21,22.13,0.0,4.43,37.62,2.21,6.64
2015020101,New York Islanders,2,Boston Bruins,6,38.83,46.6,0.0,23.3,54.37,3.88,62.14,100.97,3.88,15:27,8474709.0,Matt Martin,8471717.0,Adam McQuaid,17.51,32.32,4.04,20.2,43.1,2.69,37.71,75.42,6.73
2015020103,Calgary Flames,20,Detroit Red Wings,17,21.45,21.45,7.15,35.75,7.15,0.0,57.2,28.6,7.15,17:27,8470201.0,Jiri Hudler,8475157.0,Landon Ferraro,40.66,6.56,3.93,22.3,13.11,6.56,62.95,19.67,10.49
2015020113,Dallas Stars,25,Florida Panthers,13,38.54,26.98,1.93,25.05,17.34,5.78,63.6,44.33,7.71,31:55,8475790.0,Erik Gudbranson,8474849.0,Antoine Roussel,27.77,21.36,6.41,23.5,21.36,4.27,51.28,42.73,10.68
2015020115,Colorado Avalanche,21,Columbus Blue Jackets,29,34.29,11.43,0.0,22.86,34.29,0.0,57.14,45.71,0.0,05:15,8470920.0,David Clarkson,8471657.0,Cody McLeod,30.68,17.53,6.58,32.88,15.34,6.58,63.56,32.88,13.15
2015020120,Edmonton Oilers,22,Los Angeles Kings,26,23.84,23.84,0.0,35.76,47.68,0.0,59.6,71.52,0.0,05:04,8475160.0,Kyle Clifford,8473989.0,Luke Gazdic,26.21,24.03,3.28,30.58,38.23,2.18,56.8,62.26,5.46
2015020123,Chicago Blackhawks,16,Anaheim Ducks,24,22.44,13.81,5.18,27.61,36.24,5.18,50.05,50.05,10.35,34:46,8470886.0,Clayton Stoner,8476116.0,Ryan Garbutt,23.0,20.7,6.9,52.91,11.5,6.9,75.91,32.2,13.8
2015020132,Dallas Stars,25,Anaheim Ducks,24,0.0,84.71,0.0,0.0,0.0,0.0,0.0,84.71,0.0,01:27,8473485.0,Chris Stewart,8476467.0,Jamie Oleksiak,30.74,17.42,5.12,17.42,25.62,3.07,48.16,43.04,8.2
2015020141,St. Louis Blues,19,Anaheim Ducks,24,26.67,26.67,5.0,30.0,28.33,6.67,56.67,55.0,11.67,36:20,8470621.0,Corey Perry,8468505.0,Steve Ott,40.56,17.75,7.61,10.14,20.28,5.07,50.7,38.03,12.68
2015020145,Buffalo Sabres,7,Philadelphia Flyers,4,32.75,20.47,4.09,22.51,28.65,6.14,55.26,49.12,10.23,29:20,8475220.0,Marcus Foligno,8474568.0,Luke Schenn,33.26,17.61,9.78,31.3,13.7,13.7,64.57,31.3,23.48
2015020161,Columbus Blue Jackets,29,Winnipeg Jets,52,15.53,19.42,5.83,29.13,11.65,1.94,44.66,31.07,7.77,30:57,8471766.0,Jared Boll,8474061.0,Anthony Peluso,22.72,16.52,0.0,18.59,16.52,8.26,41.31,33.05,8.26
2015020162,St. Louis Blues,19,Minnesota Wild,30,14.09,56.36,0.0,14.09,14.09,0.0,28.18,70.45,0.0,08:31,8470803.0,Kyle Brodziak,8473646.0,Ryan Carter,22.53,19.31,7.51,28.97,15.02,5.37,51.51,34.34,12.88
2015020164,Colorado Avalanche,21,San Jose Sharks,28,31.14,18.69,0.0,49.83,0.0,6.23,80.97,18.69,6.23,09:52,8471657.0,Cody McLeod,8471371.0,Mike Brown,21.54,22.74,2.39,23.94,11.97,4.79,45.48,34.71,7.18
2015020177,St. Louis Blues,19,Los Angeles Kings,26,0.0,40.91,0.0,0.0,122.73,0.0,0.0,163.64,0.0,01:28,8476441.0,Joel Edmundson,8476404.0,Andy Andreoff,24.6,26.65,5.13,31.78,22.55,5.13,56.38,49.2,10.25
2015020180,San Jose Sharks,28,Columbus Blue Jackets,29,19.86,19.86,9.93,44.69,39.72,0.0,64.55,59.59,9.93,12:07,8471371.0,Mike Brown,8470169.0,Gregory Campbell,46.36,15.04,0.0,12.53,18.8,6.27,58.89,33.83,6.27
2015020186,Washington Capitals,15,Boston Bruins,6,30.89,32.71,1.82,30.89,27.26,5.45,61.79,59.97,7.27,33:07,8475247.0,Michael Latta,8475292.0,Tyler Randell,22.32,15.62,2.23,24.55,22.32,4.46,46.87,37.94,6.7
2015020192,Los Angeles Kings,26,Columbus Blue Jackets,29,41.86,20.93,5.23,26.16,20.93,5.23,68.02,41.86,10.47,11:36,8475160.0,Kyle Clifford,8473422.0,Nick Foligno,28.51,27.27,9.92,21.07,27.27,11.16,49.59,54.55,21.07
2015020192,Los Angeles Kings,26,Columbus Blue Jackets,29,40.24,16.57,9.47,14.2,23.67,14.2,54.44,40.24,23.67,25:22,8476404.0,Andy Andreoff,8470169.0,Gregory Campbell,24.25,32.92,8.66,27.72,27.72,6.93,51.97,60.64,15.59
2015020193,San Jose Sharks,28,Florida Panthers,13,23.23,0.0,0.0,46.45,46.45,0.0,69.68,46.45,0.0,02:48,8465978.0,Shawn Thornton,8474230.0,Micheal Haley,27.27,17.83,4.2,30.42,24.13,2.1,57.69,41.96,6.29
2015020195,New Jersey Devils,1,Chicago Blackhawks,16,33.52,40.22,0.0,26.82,20.11,3.35,60.34,60.34,3.35,17:54,8474641.0,Adam Henrique,8473604.0,Jonathan Toews,17.1,25.65,4.28,27.08,27.08,2.85,44.18,52.73,7.13
2015020200,Buffalo Sabres,7,Vancouver Canucks,23,14.5,43.49,0.0,43.49,24.16,0.0,57.99,67.65,0.0,12:25,8473426.0,Mike Weber,8473432.0,Derek Dorsett,20.18,29.0,3.78,32.78,6.3,5.04,52.96,35.31,8.83
2015020205,Winnipeg Jets,52,Philadelphia Flyers,4,34.62,24.73,7.42,17.31,29.67,9.89,51.92,54.4,17.31,24:16,8469469.0,R.J. Umberger,8471217.0,Andrew Ladd,23.51,23.51,6.72,21.83,10.07,3.36,45.34,33.58,10.07
2015020210,San Jose Sharks,28,Anaheim Ducks,24,26.21,36.03,1.64,19.65,36.03,3.28,45.86,72.07,4.91,36:38,8470886.0,Clayton Stoner,8474230.0,Micheal Haley,38.52,33.38,10.27,10.27,15.41,10.27,48.79,48.79,20.54
2015020210,San Jose Sharks,28,Anaheim Ducks,24,26.21,36.03,3.28,19.65,36.03,4.91,45.86,72.07,8.19,36:38,8475455.0,Brenden Dillon,8475780.0,Chris Wagner,38.52,33.38,5.14,10.27,15.41,10.27,48.79,48.79,15.41
2015020212,New Jersey Devils,1,Vancouver Canucks,23,28.07,9.36,7.48,29.94,11.23,3.74,58.0,20.58,11.23,32:04,8473432.0,Derek Dorsett,8469547.0,Jordin Tootoo,17.15,5.72,15.25,22.87,1.91,13.34,40.02,7.62,28.59
2015020212,New Jersey Devils,1,Vancouver Canucks,23,26.39,8.8,10.56,29.91,12.32,7.04,56.3,21.11,17.6,34:11,8477937.0,Jake Virtanen,8476769.0,Bobby Farnham,18.39,6.13,12.26,22.47,0.0,10.22,40.86,6.13,22.47
2015020222,Florida Panthers,13,Calgary Flames,20,69.5,41.7,0.0,13.9,0.0,13.9,83.4,41.7,13.9,04:31,8468001.0,Derek MacKenzie,8477591.0,Josh Jooris,23.79,30.28,1.08,25.95,25.95,2.16,49.74,56.23,3.24
2015020224,Minnesota Wild,30,Winnipeg Jets,52,19.09,30.0,0.0,21.82,10.91,2.73,40.91,40.91,2.73,22:04,8476545.0,Kurtis Gabriel,8469501.0,Chris Thorburn,25.31,15.82,3.16,26.89,18.98,9.49,52.2,34.8,12.65
2015020229,Anaheim Ducks,24,Edmonton Oilers,22,30.91,32.54,3.25,26.03,26.03,1.63,56.94,58.56,4.88,36:53,8473989.0,Luke Gazdic,8474034.0,Patrick Maroon,36.91,27.07,2.46,17.22,19.69,2.46,54.14,46.75,4.92
2015020230,Boston Bruins,6,Colorado Avalanche,21,31.86,31.86,0.0,15.93,15.93,7.96,47.79,47.79,7.96,07:34,8475292.0,Tyler Randell,8471657.0,Cody McLeod,24.03,26.32,4.58,28.61,21.74,2.29,52.64,48.06,6.87
2015020232,Philadelphia Flyers,4,Washington Capitals,15,12.74,25.48,1.82,25.48,40.04,7.28,38.22,65.52,9.1,32:58,8473466.0,Ryan White,8475247.0,Michael Latta,24.41,44.39,4.44,28.85,22.19,2.22,53.27,66.58,6.66
2015020243,Washington Capitals,15,Calgary Flames,20,28.26,26.84,2.83,31.08,22.61,2.83,59.34,49.45,5.65,42:28,8475650.0,Brandon Bollig,8476880.0,Tom Wilson,43.75,0.0,3.12,12.5,9.38,0.0,56.25,9.38,3.12
2015020245,Anaheim Ducks,24,New York Islanders,2,25.26,37.89,5.26,24.21,32.63,4.21,49.47,70.53,9.47,57:00,8474709.0,Matt Martin,8469598.0,Kevin Bieksa,0.0,0.0,40.0,40.0,0.0,0.0,40.0,0.0,40.0
2015020246,Ottawa Senators,9,New York Rangers,3,23.58,30.32,3.37,25.27,32.01,3.37,48.85,62.33,6.74,35:37,8474250.0,Zack Smith,8475184.0,Chris Kreider,13.52,12.17,1.35,24.33,14.87,5.41,37.85,27.04,6.76
2015020255,Nashville Predators,18,Winnipeg Jets,52,20.52,20.52,4.1,16.42,22.58,2.05,36.94,43.1,6.16,29:20,8476925.0,Colton Sissons,8476392.0,Adam Lowry,33.26,11.74,27.39,23.48,13.7,33.26,56.74,25.43,60.65
2015020255,Nashville Predators,18,Winnipeg Jets,52,20.45,20.45,6.14,16.36,22.5,4.09,36.82,42.95,10.23,29:20,8467890.0,Barret Jackman,8469501.0,Chris Thorburn,33.26,11.74,25.43,23.48,13.7,31.3,56.74,25.43,56.74
2015020256,St. Louis Blues,19,Chicago Blackhawks,16,23.13,28.27,7.71,28.27,2.57,5.14,51.39,30.84,12.85,23:21,8470655.0,David Backes,8473604.0,Jonathan Toews,32.74,22.92,4.91,19.65,8.19,9.82,52.39,31.11,14.73
2015020266,St. Louis Blues,19,Winnipeg Jets,52,24.81,24.81,6.2,14.47,37.22,4.14,39.29,62.03,10.34,30:31,8476885.0,Jacob Trouba,8471426.0,Troy Brouwer,26.46,12.21,6.11,18.32,22.39,6.11,44.77,34.6,12.21
2015020273,Nashville Predators,18,Anaheim Ducks,24,25.96,25.96,0.0,34.62,25.96,0.0,60.58,51.92,0.0,06:56,8467370.0,Mike Fisher,8469598.0,Kevin Bieksa,16.96,20.35,6.78,38.44,12.44,9.05,55.4,32.79,15.83
2015020275,Winnipeg Jets,52,Vancouver Canucks,23,50.35,41.96,0.0,25.17,8.39,8.39,75.52,50.35,8.39,07:19,8474579.0,Luca Sbisa,8474061.0,Anthony Peluso,27.33,28.47,9.11,29.61,17.08,5.69,56.94,45.56,14.81
2015020278,Boston Bruins,6,Minnesota Wild,30,32.34,53.89,32.34,10.78,32.34,21.56,43.11,86.23,53.89,05:34,8473492.0,Matt Beleskey,8475757.0,Brett Bulmer,34.17,26.45,5.51,25.35,22.05,6.61,59.52,48.5,12.12
2015020283,Ottawa Senators,9,Columbus Blue Jackets,29,20.71,41.43,0.0,20.71,41.43,8.29,41.43,82.85,8.29,14:37,8477508.0,Curtis Lazar,8475246.0,Kevin Connauton,27.76,31.73,7.93,26.44,31.73,10.58,54.2,63.46,18.51
2015020285,Florida Panthers,13,Anaheim Ducks,24,24.86,26.64,3.55,51.5,51.5,1.78,76.37,78.15,5.33,33:49,8465978.0,Shawn Thornton,8474034.0,Patrick Maroon,22.92,16.04,2.29,20.62,22.92,6.87,43.54,38.96,9.17
2015020294,Ottawa Senators,9,Philadelphia Flyers,4,0.0,59.02,0.0,29.51,29.51,0.0,29.51,88.52,0.0,02:08,8475163.0,Alex Chiasson,8474040.0,Sam Gagner,28.0,23.85,8.29,36.29,25.92,8.29,64.29,49.77,16.59
2015020294,Ottawa Senators,9,Philadelphia Flyers,4,29.4,22.05,7.35,33.08,33.08,7.35,62.48,55.13,14.7,32:39,8475430.0,Brandon Manning,8467493.0,Chris Neil,24.13,28.52,10.97,39.49,17.55,6.58,63.62,46.07,17.55
2015020294,Ottawa Senators,9,Philadelphia Flyers,4,27.05,23.67,10.15,37.2,30.44,8.45,64.26,54.11,18.6,35:31,8474190.0,Wayne Simmonds,8474697.0,Mark Borowiecki,26.96,26.96,7.35,34.31,19.61,4.9,61.27,46.56,12.25
2015020298,Washington Capitals,15,Colorado Avalanche,21,32.11,22.67,1.89,30.22,20.78,5.67,62.33,43.44,7.56,31:47,8475247.0,Michael Latta,8475780.0,Chris Wagner,17.01,14.88,4.25,17.01,21.26,8.51,34.02,36.15,12.76
2015020301,Dallas Stars,25,Buffalo Sabres,7,24.38,10.84,5.42,27.09,32.51,0.0,51.47,43.34,5.42,22:11,8476467.0,Jamie Oleksiak,8475235.0,Nicolas Deslauriers,31.73,14.28,1.59,19.04,15.87,9.52,50.77,30.15,11.11
2015020302,Minnesota Wild,30,Nashville Predators,18,23.3,20.97,0.0,25.63,23.3,2.33,48.93,44.27,2.33,25:53,8477850.0,Christian Folin,8470180.0,Eric Nystrom,22.86,10.55,7.03,21.1,12.31,12.31,43.97,22.86,19.35
2015020302,Minnesota Wild,30,Nashville Predators,18,28.46,18.29,2.03,26.43,20.33,6.1,54.88,38.62,8.13,29:31,8475613.0,Nate Prosser,8471707.0,James Neal,17.71,11.81,5.9,19.68,13.78,9.84,37.4,25.59,15.75
2015020303,Vancouver Canucks,23,Chicago Blackhawks,16,0.0,0.0,0.0,0.0,39.78,0.0,0.0,39.78,0.0,03:04,8474850.0,Brandon Mashinter,8471283.0,Brandon Prust,14.75,17.92,3.16,27.4,8.43,4.22,42.15,26.35,7.38
2015020304,Carolina Hurricanes,12,Los Angeles Kings,26,18.56,37.11,0.0,27.84,32.47,0.0,46.39,69.59,0.0,13:00,8474089.0,Brad Malone,8475160.0,Kyle Clifford,26.81,19.15,5.11,25.53,26.81,8.94,52.34,45.96,14.04
2015020305,Columbus Blue Jackets,29,San Jose Sharks,28,12.5,31.25,6.25,31.25,6.25,0.0,43.75,37.5,6.25,09:50,8474774.0,Dalton Prout,8474230.0,Micheal Haley,31.1,4.78,7.18,22.72,7.18,5.98,53.82,11.96,13.16
2015020305,Columbus Blue Jackets,29,San Jose Sharks,28,12.2,30.51,12.2,30.51,6.1,6.1,42.71,36.61,18.31,09:54,8470169.0,Gregory Campbell,8471371.0,Mike Brown,31.14,4.79,5.99,22.75,7.19,4.79,53.89,11.98,10.78
2015020308,Buffalo Sabres,7,St. Louis Blues,19,0.0,0.0,0.0,0.0,99.08,0.0,0.0,99.08,0.0,01:54,8475220.0,Marcus Foligno,8474145.0,Robert Bortuzzo,24.78,22.72,0.0,24.78,12.39,4.13,49.57,35.11,4.13
2015020310,Philadelphia Flyers,4,Carolina Hurricanes,12,51.92,40.38,0.0,28.85,17.31,0.0,80.77,57.69,0.0,10:44,8474089.0,Brad Malone,8477930.0,Pierre-Edouard Bellemare,28.99,26.58,7.25,31.41,21.74,6.04,60.4,48.32,13.29
2015020314,Winnipeg Jets,52,Colorado Avalanche,21,0.0,80.0,0.0,80.0,0.0,0.0,80.0,80.0,0.0,01:46,8471657.0,Cody McLeod,8469501.0,Chris Thorburn,20.61,20.61,3.09,23.7,17.52,2.06,44.3,38.12,5.15
2015020316,Anaheim Ducks,24,Calgary Flames,20,57.14,28.57,0.0,0.0,85.71,0.0,57.14,114.29,0.0,02:08,8475650.0,Brandon Bollig,8473485.0,Chris Stewart,25.92,29.03,3.11,22.81,29.03,2.07,48.73,58.06,5.18
2015020319,New York Islanders,2,Philadelphia Flyers,4,28.24,37.65,7.06,21.18,30.59,2.35,49.41,68.24,9.41,25:35,8475181.0,Nick Leddy,8473512.0,Claude Giroux,36.61,36.61,5.23,13.95,29.64,6.97,50.56,66.25,12.2
2015020319,New York Islanders,2,Philadelphia Flyers,4,28.02,35.5,7.47,18.68,26.15,5.6,46.7,61.65,13.08,32:40,8474709.0,Matt Martin,8474190.0,Wayne Simmonds,39.51,39.51,4.39,15.37,35.12,4.39,54.88,74.63,8.78
2015020328,Colorado Avalanche,21,Ottawa Senators,9,30.91,18.03,0.0,30.91,19.32,2.58,61.82,37.35,2.58,46:37,8478561.0,Andreas Martinsen,8467493.0,Chris Neil,71.73,13.45,4.48,0.0,13.45,26.9,71.73,26.9,31.38
2015020330,Boston Bruins,6,New York Rangers,3,34.16,27.76,2.14,19.22,23.49,0.0,53.38,51.25,2.14,28:06,8473492.0,Matt Beleskey,8475795.0,Dylan McIlrath,26.33,20.69,3.76,28.21,22.57,9.4,54.55,43.26,13.17
2015020331,Philadelphia Flyers,4,Nashville Predators,18,28.59,27.4,2.38,29.78,33.36,1.19,58.37,60.75,3.57,50:25,8467890.0,Barret Jackman,8470644.0,Colin McDonald,39.37,26.25,4.37,34.99,13.12,4.37,74.36,39.37,8.75
2015020332,Minnesota Wild,30,Winnipeg Jets,52,0.0,0.0,0.0,35.64,35.64,0.0,35.64,35.64,0.0,02:14,8474061.0,Anthony Peluso,8476545.0,Kurtis Gabriel,14.54,23.89,6.23,25.97,20.77,3.12,40.51,44.66,9.35
2015020337,Columbus Blue Jackets,29,Pittsburgh Penguins,5,36.64,30.53,6.11,21.37,27.48,6.11,58.02,58.02,12.21,39:18,8471677.0,Jack Johnson,8471215.0,Evgeni Malkin,43.59,30.77,5.13,25.64,12.82,7.69,69.23,43.59,12.82
2015020342,New York Rangers,3,Philadelphia Flyers,4,16.44,54.79,0.0,16.44,38.36,0.0,32.88,93.15,0.0,10:58,8475795.0,Dylan McIlrath,8474568.0,Luke Schenn,25.7,25.7,2.45,34.26,23.25,4.89,59.96,48.95,7.34
2015020345,Tampa Bay Lightning,14,New York Islanders,2,23.62,23.62,3.37,16.87,43.86,3.37,40.49,67.48,6.75,18:05,8471339.0,Ryan Callahan,8473449.0,Kyle Okposo,31.49,24.33,4.29,20.04,25.77,8.59,51.53,50.1,12.88
2015020345,Tampa Bay Lightning,14,New York Islanders,2,22.33,22.33,7.44,19.85,39.7,4.96,42.18,62.03,12.41,24:15,8474709.0,Matt Martin,8470601.0,Braydon Coburn,33.57,25.17,3.36,18.46,25.17,6.71,52.03,50.35,10.07
2015020350,Colorado Avalanche,21,Winnipeg Jets,52,19.1,22.92,1.91,38.2,17.19,0.0,57.29,40.11,1.91,31:33,8476392.0,Adam Lowry,8462042.0,Jarome Iginla,21.09,12.65,4.22,10.54,18.98,6.33,31.63,31.63,10.54
2015020352,San Jose Sharks,28,Calgary Flames,20,25.96,14.84,2.47,25.96,29.67,2.47,51.92,44.51,4.95,49:01,8477509.0,Mirco Mueller,8474577.0,Joe Colborne,16.39,16.39,5.46,21.85,16.39,5.46,38.24,32.78,10.93
2015020359,New Jersey Devils,1,Colorado Avalanche,21,28.87,33.31,2.22,26.65,37.75,2.22,55.52,71.07,4.44,27:07,8473446.0,Erik Johnson,8469547.0,Jordin Tootoo,25.54,21.9,7.3,20.07,16.42,3.65,45.62,38.32,10.95
2015020360,Montréal Canadiens,8,Columbus Blue Jackets,29,23.44,11.72,3.91,27.35,33.21,3.91,50.79,44.93,7.81,30:56,8473422.0,Nick Foligno,8476470.0,Nathan Beaulieu,24.77,18.58,2.06,16.51,30.96,4.13,41.28,49.54,6.19
2015020362,Detroit Red Wings,17,Buffalo Sabres,7,44.9,20.13,6.19,35.61,24.77,3.1,80.52,44.9,9.29,39:04,8471716.0,Justin Abdelkader,8470324.0,Josh Gorges,21.99,13.19,2.93,10.26,11.73,2.93,32.25,24.92,5.86
2015020373,New York Rangers,3,Colorado Avalanche,21,0.0,33.72,0.0,16.86,8.43,0.0,16.86,42.15,0.0,07:46,8471657.0,Cody McLeod,8470854.0,Tanner Glass,27.57,24.12,1.15,16.08,19.53,1.15,43.65,43.65,2.3
2015020374,Carolina Hurricanes,12,New Jersey Devils,1,30.63,33.69,3.06,24.5,27.56,3.06,55.13,61.25,6.13,39:19,8474089.0,Brad Malone,8469547.0,Jordin Tootoo,29.01,43.51,11.6,17.41,26.11,11.6,46.41,69.62,23.21
2015020374,Carolina Hurricanes,12,New Jersey Devils,1,30.39,40.91,7.01,19.87,29.22,4.68,50.26,70.13,11.69,51:20,8475753.0,Justin Faulk,8476870.0,Stefan Matteau,27.69,13.85,0.0,34.62,13.85,13.85,62.31,27.69,13.85
2015020377,Detroit Red Wings,17,Arizona Coyotes,53,39.36,30.28,0.0,27.25,36.33,6.06,66.61,66.61,6.06,19:54,8471231.0,Kyle Chipchura,8474090.0,Brendan Smith,38.9,16.46,2.99,25.44,16.46,2.99,64.34,32.92,5.99
2015020380,Vancouver Canucks,23,Dallas Stars,25,11.74,27.39,15.65,19.57,27.39,7.83,31.3,54.78,23.48,15:24,8471283.0,Brandon Prust,8476467.0,Jamie Oleksiak,14.8,24.22,1.35,33.63,9.42,2.69,48.43,33.63,4.04
