gameid,homeTeam,homeId,awayTeam,awayId,preShotsHome,preHitsHome,prePenaltiesHome,preShotsAway,preHitsAway,prePenaltiesAway,preShotsTotal,preHitsTotal,prePenaltiesTotal,fightTime,player1Id,player1Name,player2Id,player2Name,postShotsHome,postHitsHome,postPenaltiesHome,postShotsAway,postHitsAway,postPenaltiesAway,postShotsTotal,postHitsTotal,postPenaltiesTotal
2017020903,Calgary Flames,20,Florida Panthers,13,31.49,12.6,6.3,25.19,8.82,7.56,56.68,21.41,13.86,47:44,8474612.0,Travis Hamonic,8474098.0,Colton Sceviour,24.46,19.57,4.89,19.57,4.89,19.57,44.02,24.46,24.46
2017020903,Calgary Flames,20,Florida Panthers,13,31.3,14.6,6.26,25.04,8.35,9.39,56.33,22.95,15.65,57:52,8474230.0,Micheal Haley,8477903.0,Garnet Hathaway,0.0,0.0,28.12,0.0,0.0,0.0,0.0,0.0,28.12
2017020904,Vancouver Canucks,23,Boston Bruins,6,14.43,48.1,2.4,50.5,21.64,0.0,64.93,69.74,2.4,25:01,8475423.0,Darren Archibald,8478443.0,Brandon Carlo,20.58,13.72,6.86,39.45,13.72,1.72,60.03,27.44,8.58
2017020905,New York Rangers,3,Philadelphia Flyers,4,0.0,360.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,00:15,8476906.0,Shayne Gostisbehere,8477402.0,Pavel Buchnevich,36.15,27.11,4.02,30.13,20.08,2.01,66.28,47.2,6.03
2017020905,New York Rangers,3,Philadelphia Flyers,4,42.17,57.98,5.27,21.08,52.71,5.27,63.25,110.69,10.54,11:23,8474190.0,Wayne Simmonds,8477950.0,Tony DeAngelo,34.56,20.98,3.7,32.09,12.34,1.23,66.64,33.32,4.94
2017020905,New York Rangers,3,Philadelphia Flyers,4,39.4,59.1,9.85,24.62,54.17,9.85,64.02,113.27,19.7,12:14,8474668.0,Dale Weise,8471657.0,Cody McLeod,35.17,20.1,2.51,31.4,11.3,0.0,66.57,31.4,2.51
2017020914,Calgary Flames,20,Boston Bruins,6,11.32,28.3,2.83,36.79,19.81,2.83,48.11,48.11,5.66,21:12,8477903.0,Garnet Hathaway,8471717.0,Adam McQuaid,33.96,21.23,1.42,24.06,11.32,4.25,58.02,32.55,5.66
2017020920,Philadelphia Flyers,4,Montréal Canadiens,8,33.59,23.09,0.0,27.29,25.19,2.1,60.87,48.28,2.1,28:37,8475430.0,Brandon Manning,8475235.0,Nicolas Deslauriers,25.6,9.14,0.0,21.94,18.28,5.49,47.54,27.43,5.49
2017020928,Anaheim Ducks,24,Dallas Stars,25,15.0,28.0,4.0,41.0,20.0,3.0,56.0,48.0,7.0,60:00,8470621.0,Corey Perry,8473994.0,Jamie Benn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017020929,Vegas Golden Knights,54,Calgary Flames,20,21.41,28.55,3.57,24.98,40.45,4.76,46.4,69.0,8.33,50:50,8474612.0,Travis Hamonic,8477949.0,Alex Tuch,6.55,13.09,6.55,45.82,39.27,0.0,52.36,52.36,6.55
2017020936,Florida Panthers,13,Washington Capitals,15,34.23,34.23,0.0,28.53,11.41,5.71,62.76,45.64,5.71,10:44,8468498.0,Brooks Orpik,8468001.0,Derek MacKenzie,29.23,15.83,4.87,34.1,14.61,6.09,63.33,30.45,10.96
2017020939,Arizona Coyotes,53,Calgary Flames,20,18.8,32.9,4.7,18.8,37.6,0.0,37.6,70.5,4.7,12:50,8474736.0,Zac Rinaldo,8475907.0,Micheal Ferland,39.43,26.71,6.36,36.89,15.27,10.18,76.33,41.98,16.54
2017020949,Montréal Canadiens,8,Tampa Bay Lightning,14,37.76,25.17,0.0,20.98,46.15,0.0,58.74,71.33,0.0,14:45,8473991.0,Karl Alzner,8474564.0,Steven Stamkos,20.23,13.79,5.52,29.43,23.91,6.44,49.66,37.7,11.95
2017020951,Florida Panthers,13,Pittsburgh Penguins,5,24.41,21.09,0.0,25.52,7.77,3.33,49.94,28.85,3.33,54:07,8476467.0,Jamie Oleksiak,8475760.0,Nick Bjugstad,20.4,0.0,20.4,91.78,0.0,10.2,112.18,0.0,30.59
2017020971,Washington Capitals,15,Ottawa Senators,9,43.11,43.11,0.0,64.67,43.11,0.0,107.78,86.23,0.0,02:57,8474697.0,Mark Borowiecki,8476880.0,Tom Wilson,17.88,18.93,8.41,26.29,18.93,2.1,44.17,37.86,10.52
2017020981,Colorado Avalanche,21,Calgary Flames,20,34.53,17.27,8.63,17.27,8.63,8.63,51.8,25.9,17.27,14:09,8470854.0,Tanner Glass,8476464.0,Duncan Siemens,27.48,11.78,7.85,34.02,18.32,10.47,61.5,30.1,18.32
2017020983,Boston Bruins,6,Pittsburgh Penguins,5,33.39,29.46,7.86,19.64,25.53,9.82,53.03,54.99,17.68,30:50,8465009.0,Zdeno Chara,8476467.0,Jamie Oleksiak,26.74,30.86,4.11,24.69,30.86,6.17,51.43,61.71,10.29
2017020985,Florida Panthers,13,New Jersey Devils,1,32.14,64.29,0.0,0.0,0.0,0.0,32.14,64.29,0.0,01:54,8474034.0,Patrick Maroon,8474230.0,Micheal Haley,25.82,16.52,3.1,29.95,23.75,2.07,55.77,40.28,5.16
2017020992,Florida Panthers,13,Buffalo Sabres,7,21.77,47.18,0.0,25.4,29.03,0.0,47.18,76.21,0.0,16:37,8475325.0,Jordan Nolan,8474230.0,Micheal Haley,27.66,19.36,12.45,23.51,8.3,9.68,51.17,27.66,22.13
2017020992,Florida Panthers,13,Buffalo Sabres,7,26.16,27.17,5.03,24.15,14.09,5.03,50.31,41.25,10.06,59:38,8476470.0,Nathan Beaulieu,8474098.0,Colton Sceviour,0.0,0.0,654.55,0.0,0.0,327.27,0.0,0.0,981.82
2017020996,Calgary Flames,20,New York Rangers,3,47.01,16.68,1.52,24.26,18.2,3.03,71.27,34.88,4.55,39:40,8474612.0,Travis Hamonic,8475184.0,Chris Kreider,56.07,14.75,5.9,23.61,2.95,5.9,79.67,17.7,11.8
2017021001,Dallas Stars,25,St. Louis Blues,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:11,8469501.0,Chris Thorburn,8474849.0,Antoine Roussel,29.58,28.62,6.68,33.4,21.95,2.86,62.97,50.57,9.54
2017021008,Florida Panthers,13,Philadelphia Flyers,4,45.09,30.06,15.03,52.61,37.58,15.03,97.7,67.64,30.06,07:59,8477955.0,Jared McCann,8475462.0,Radko Gudas,18.46,24.22,1.15,36.91,19.61,5.77,55.37,43.83,6.92
2017021010,Anaheim Ducks,24,Chicago Blackhawks,16,27.0,21.0,6.0,30.0,9.0,3.0,57.0,30.0,9.0,20:08,8473604.0,Jonathan Toews,8470616.0,Ryan Kesler,24.08,27.09,1.51,40.64,9.03,1.51,64.72,36.12,3.01
2017021013,Minnesota Wild,30,Detroit Red Wings,17,22.96,11.48,4.59,27.55,13.78,4.59,50.51,25.26,9.18,26:41,8474722.0,Luke Witkowski,8476372.0,Nick Seeler,23.41,10.81,3.6,28.81,19.81,3.6,52.23,30.62,7.2
2017021015,Buffalo Sabres,7,Toronto Maple Leafs,10,11.13,22.26,2.78,36.17,27.82,2.78,47.3,50.08,5.56,21:39,8477499.0,Rasmus Ristolainen,8475172.0,Nazem Kadri,23.47,18.77,1.56,39.11,20.34,3.13,62.58,39.11,4.69
2017021020,Boston Bruins,6,Detroit Red Wings,17,31.58,12.15,4.86,21.86,31.58,4.86,53.44,43.72,9.72,24:45,8470318.0,Jonathan Ericsson,8470655.0,David Backes,30.15,30.15,8.38,35.18,28.48,5.03,65.33,58.63,13.4
2017021022,New York Rangers,3,Winnipeg Jets,52,29.27,58.54,0.0,87.8,29.27,0.0,117.07,87.8,0.0,02:15,8468611.0,Matt Hendricks,8471657.0,Cody McLeod,31.17,16.62,2.08,29.09,19.74,2.08,60.26,36.36,4.16
2017021024,Tampa Bay Lightning,14,Florida Panthers,13,23.76,11.88,0.0,47.52,35.64,0.0,71.29,47.52,0.0,05:07,8470601.0,Braydon Coburn,8474230.0,Micheal Haley,27.04,28.08,2.08,42.63,26.0,1.04,69.67,54.07,3.12
2017021039,Nashville Predators,18,Anaheim Ducks,24,27.91,17.05,1.55,18.6,32.56,1.55,46.51,49.61,3.1,38:43,8470616.0,Ryan Kesler,8475793.0,Ryan Johansen,16.91,11.28,5.64,53.56,2.82,0.0,70.48,14.1,5.64
2017021041,Edmonton Oilers,22,New York Islanders,2,19.93,39.85,3.32,26.57,46.49,3.32,46.49,86.35,6.64,18:06,8476915.0,Jujhar Khaira,8473504.0,Cal Clutterbuck,29.08,20.36,0.0,23.26,19.39,2.91,52.34,39.74,2.91
2017021048,Boston Bruins,6,Chicago Blackhawks,16,42.73,42.73,0.0,53.41,10.68,0.0,96.14,53.41,0.0,05:41,8476374.0,Sean Kuraly,8477401.0,John Hayden,32.03,24.3,2.21,19.88,17.67,6.63,51.92,41.98,8.84
2017021050,Tampa Bay Lightning,14,Montréal Canadiens,8,33.63,33.63,2.8,26.63,19.62,5.61,60.26,53.25,8.41,42:51,8476975.0,Cedric Paquette,8474818.0,Jordie Benn,14.54,8.08,3.23,17.77,16.15,3.23,32.3,24.23,6.46
2017021052,Colorado Avalanche,21,Arizona Coyotes,53,17.34,17.34,6.94,31.21,20.81,3.47,48.55,38.15,10.4,17:18,8476921.0,Jordan Martinook,8477492.0,Nathan MacKinnon,29.51,16.86,8.43,23.89,15.46,9.84,53.4,32.32,18.27
2017021056,Florida Panthers,13,New York Rangers,3,14.01,28.02,0.0,70.04,14.01,0.0,84.05,42.02,0.0,04:18,8471657.0,Cody McLeod,8474230.0,Micheal Haley,24.57,12.68,1.59,24.57,11.1,1.59,49.14,23.78,3.17
2017021060,Calgary Flames,20,New York Islanders,2,40.1,22.28,0.0,31.19,20.05,2.23,71.29,42.33,2.23,26:56,8477903.0,Garnet Hathaway,8477527.0,Ross Johnston,58.06,9.07,1.81,14.52,14.52,7.26,72.58,23.59,9.07
2017021072,Montréal Canadiens,8,Dallas Stars,25,23.65,55.19,1.58,29.96,29.96,4.73,53.61,85.15,6.31,38:08,8473991.0,Karl Alzner,8476439.0,Brett Ritchie,19.21,35.67,13.72,46.65,30.18,10.98,65.85,65.85,24.7
2017021072,Montréal Canadiens,8,Dallas Stars,25,20.14,55.38,3.78,31.47,32.73,5.03,51.61,88.11,8.81,47:40,8477450.0,Jason Dickinson,8475235.0,Nicolas Deslauriers,29.19,19.46,19.46,53.51,19.46,9.73,82.7,38.92,29.19
2017021073,Tampa Bay Lightning,14,Ottawa Senators,9,90.76,45.38,0.0,30.25,30.25,0.0,121.01,75.63,0.0,04:03,8477454.0,Adam Erne,8476323.0,Max McCormick,38.61,15.01,2.14,25.74,18.23,5.36,64.34,33.24,7.51
2017021076,Calgary Flames,20,Edmonton Oilers,22,40.75,40.75,0.0,27.17,27.17,0.0,67.92,67.92,0.0,04:32,8474612.0,Travis Hamonic,8477498.0,Darnell Nurse,30.29,21.63,3.25,28.12,15.14,3.25,58.41,36.78,6.49
2017021083,Buffalo Sabres,7,Toronto Maple Leafs,10,31.0,26.57,0.0,53.14,22.14,0.0,84.13,48.71,0.0,13:33,8476470.0,Nathan Beaulieu,8474709.0,Matt Martin,40.04,15.5,3.88,28.42,14.21,7.75,68.46,29.71,11.63
2017021087,Florida Panthers,13,Boston Bruins,6,27.4,34.25,3.43,47.95,13.7,0.0,75.36,47.95,3.43,17:56,8470655.0,David Backes,8476875.0,Mike Matheson,24.25,18.54,8.56,45.64,28.53,2.85,69.89,47.07,11.41
2017021092,Washington Capitals,15,New York Islanders,2,25.88,9.41,4.71,16.47,16.47,7.06,42.35,25.88,11.76,26:08,8476880.0,Tom Wilson,8477527.0,Ross Johnston,24.8,19.49,5.31,26.57,15.94,14.17,51.38,35.43,19.49
2017021093,Ottawa Senators,9,Dallas Stars,25,5.38,37.67,5.38,32.29,21.52,0.0,37.67,59.19,5.38,11:13,8474697.0,Mark Borowiecki,8474688.0,Greg Pateryn,24.13,33.32,0.0,19.53,36.77,4.6,43.66,70.09,4.6
2017021096,Anaheim Ducks,24,Detroit Red Wings,17,35.21,17.6,8.8,30.81,8.8,4.4,66.01,26.41,13.2,13:39,8474722.0,Luke Witkowski,8477941.0,Nick Ritchie,31.07,11.65,7.77,27.18,24.6,3.88,58.25,36.25,11.65
2017021096,Anaheim Ducks,24,Detroit Red Wings,17,35.48,16.97,7.71,26.22,20.05,4.63,61.7,37.02,12.34,39:00,8471716.0,Justin Abdelkader,8470621.0,Corey Perry,25.71,5.71,8.57,31.43,22.86,2.86,57.14,28.57,11.43
2017021096,Anaheim Ducks,24,Detroit Red Wings,17,36.66,16.8,9.16,25.97,19.86,6.11,62.62,36.66,15.27,39:18,8477511.0,Anthony Mantha,8470616.0,Ryan Kesler,23.19,5.8,5.8,31.88,23.19,0.0,55.07,28.99,5.8
2017021099,Florida Panthers,13,Edmonton Oilers,22,58.78,22.04,7.35,22.04,36.73,0.0,80.82,58.78,7.35,08:10,8476915.0,Jujhar Khaira,8474230.0,Micheal Haley,37.04,16.21,2.32,33.57,12.73,8.1,70.61,28.94,10.42
2017021105,St. Louis Blues,19,New York Rangers,3,117.07,87.8,0.0,0.0,0.0,0.0,117.07,87.8,0.0,02:11,8469501.0,Chris Thorburn,8471657.0,Cody McLeod,25.49,19.37,2.04,17.33,20.39,4.08,42.82,39.76,6.12
2017021112,Philadelphia Flyers,4,Washington Capitals,15,31.53,23.97,5.05,22.7,16.4,5.05,54.24,40.36,10.09,47:41,8478439.0,Travis Konecny,8471698.0,T.J. Oshie,19.49,14.61,0.0,34.1,19.49,4.87,53.59,34.1,4.87
2017021118,Montréal Canadiens,8,Florida Panthers,13,20.75,51.87,0.0,10.37,41.5,0.0,31.12,93.37,0.0,06:04,8475235.0,Nicolas Deslauriers,8477932.0,Aaron Ekblad,28.92,30.04,5.56,41.16,15.57,8.9,70.09,45.61,14.46
2017021118,Montréal Canadiens,8,Florida Panthers,13,37.97,60.76,22.78,7.59,30.38,15.19,45.57,91.14,37.97,08:07,8477446.0,Michael McCarron,8475755.0,Alexander Petrovic,26.6,27.75,2.31,42.79,16.19,6.94,69.39,43.94,9.25
2017021133,Pittsburgh Penguins,5,Montréal Canadiens,8,37.8,23.62,2.36,25.98,54.33,4.72,63.78,77.95,7.09,25:37,8477446.0,Michael McCarron,8476467.0,Jamie Oleksiak,31.41,22.69,6.98,27.92,31.41,3.49,59.33,54.1,10.47
2017021143,Chicago Blackhawks,16,Vancouver Canucks,23,37.28,26.63,2.66,23.96,29.29,2.66,61.24,55.92,5.33,22:32,8478561.0,Andreas Martinsen,8476884.0,Derrick Pouliot,40.04,14.41,0.0,20.82,19.22,8.01,60.85,33.63,8.01
2017021152,San Jose Sharks,28,Calgary Flames,20,27.87,16.72,6.97,40.42,45.99,4.18,68.29,62.72,11.15,43:15,8475169.0,Evander Kane,8474612.0,Travis Hamonic,28.66,7.16,7.16,28.66,25.07,14.33,57.31,32.24,21.49
2017021152,San Jose Sharks,28,Calgary Flames,20,29.56,15.33,7.66,40.51,39.42,6.57,70.07,54.74,14.23,55:02,8475455.0,Brenden Dillon,8477903.0,Garnet Hathaway,12.08,0.0,0.0,0.0,48.32,12.08,12.08,48.32,12.08
2017021153,Toronto Maple Leafs,10,Detroit Red Wings,17,33.64,16.82,0.0,0.0,0.0,0.0,33.64,16.82,0.0,03:50,8471794.0,Darren Helm,8475786.0,Zach Hyman,24.57,12.82,2.14,40.59,20.3,4.27,65.16,33.12,6.41
2017021159,New York Rangers,3,Buffalo Sabres,7,16.46,18.51,0.0,49.37,12.34,2.06,65.83,30.86,2.06,29:17,8474618.0,Marco Scandella,8475180.0,Peter Holland,19.53,13.67,7.81,37.11,25.39,3.91,56.65,39.07,11.72
2017021178,Ottawa Senators,9,New York Islanders,2,25.93,30.8,1.62,29.18,43.76,4.86,55.11,74.56,6.48,37:01,8474250.0,Zack Smith,8469619.0,Dennis Seidenberg,44.38,15.66,2.61,23.5,23.5,5.22,67.88,39.16,7.83
2017021190,Boston Bruins,6,Tampa Bay Lightning,14,25.41,29.22,7.62,26.68,36.84,6.35,52.08,66.06,13.97,47:16,8471958.0,Dan Girardi,8477956.0,David Pastrnak,28.27,28.27,18.85,23.56,42.41,14.14,51.83,70.68,32.98
2017021192,New Jersey Devils,1,Pittsburgh Penguins,5,28.56,20.63,1.59,28.56,33.32,4.76,57.12,53.94,6.35,37:49,8471436.0,Matt Hunwick,8477425.0,Miles Wood,26.67,10.67,8.0,34.67,16.0,2.67,61.33,26.67,10.67
2017021201,New York Rangers,3,Tampa Bay Lightning,14,21.05,18.05,0.0,39.1,24.06,3.01,60.15,42.11,3.01,20:00,8474564.0,Steven Stamkos,8477402.0,Pavel Buchnevich,31.5,16.5,10.5,45.0,16.5,9.0,76.5,33.0,19.5
2017021206,Boston Bruins,6,Florida Panthers,13,27.38,27.38,0.0,16.43,35.59,0.0,43.8,62.97,0.0,21:57,8474230.0,Micheal Haley,8471717.0,Adam McQuaid,28.38,7.88,7.88,37.84,25.23,4.73,66.23,33.11,12.61
2017021206,Boston Bruins,6,Florida Panthers,13,26.29,17.14,4.57,27.43,27.43,3.43,53.71,44.57,8.0,52:38,8477346.0,MacKenzie Weegar,8478569.0,Noel Acciari,40.72,0.0,8.14,48.87,40.72,0.0,89.59,40.72,8.14
2017021215,Arizona Coyotes,53,St. Louis Blues,19,30.37,39.71,0.0,28.03,30.37,2.34,58.4,70.08,2.34,25:42,8474568.0,Luke Schenn,8469501.0,Chris Thorburn,24.49,26.24,3.5,38.48,22.74,5.25,62.97,48.98,8.75
2017021216,Calgary Flames,20,Edmonton Oilers,22,14.56,18.53,3.97,26.47,15.88,3.97,41.03,34.41,7.94,45:22,8479465.0,Drake Caggiula,8476873.0,Mark Jankowski,24.6,12.3,24.6,57.4,8.2,16.4,82.0,20.5,41.0
2017021216,Calgary Flames,20,Edmonton Oilers,22,15.35,18.9,8.27,29.53,15.35,7.09,44.88,34.25,15.35,50:50,8470854.0,Tanner Glass,8473473.0,Milan Lucic,26.18,6.55,6.55,58.91,6.55,13.09,85.09,13.09,19.64
2017021225,Florida Panthers,13,Carolina Hurricanes,12,36.73,38.48,3.5,29.74,13.99,5.25,66.47,52.48,8.75,34:18,8477981.0,Roland McKeown,8477346.0,MacKenzie Weegar,25.68,16.34,2.33,23.35,14.01,2.33,49.03,30.35,4.67
2017021228,Los Angeles Kings,26,Colorado Avalanche,21,18.59,55.77,0.0,6.2,30.98,0.0,24.78,86.75,0.0,09:49,8470602.0,Dion Phaneuf,8477507.0,Nikita Zadorov,22.72,43.04,3.59,31.09,17.93,3.59,53.8,60.98,7.17
2017021267,Arizona Coyotes,53,Anaheim Ducks,24,37.14,27.85,4.64,23.21,20.89,6.96,60.35,48.74,11.61,25:53,8470621.0,Corey Perry,8470755.0,Brad Richardson,26.38,19.35,3.52,24.62,8.79,3.52,51.0,28.14,7.03
2018020002,Washington Capitals,15,Boston Bruins,6,32.04,20.6,2.29,27.46,45.77,4.58,59.5,66.37,6.87,26:45,8477474.0,Madison Bowey,8476374.0,Sean Kuraly,28.87,12.63,3.61,23.46,14.44,12.63,52.33,27.07,16.24
2018020002,Washington Capitals,15,Boston Bruins,6,31.2,17.83,3.34,24.51,30.08,6.69,55.71,47.91,10.03,53:54,8474189.0,Lars Eller,8473419.0,Brad Marchand,19.67,0.0,0.0,29.51,9.84,29.51,49.18,9.84,29.51
2018020003,Vancouver Canucks,23,Calgary Flames,20,14.01,28.02,14.01,42.02,14.01,0.0,56.03,42.02,14.01,04:22,8475790.0,Erik Gudbranson,8474612.0,Travis Hamonic,18.33,15.1,6.47,32.35,17.26,2.16,50.69,32.35,8.63
2018020017,Buffalo Sabres,7,New York Rangers,3,16.74,12.56,8.37,50.23,16.74,8.37,66.98,29.3,16.74,14:35,8476470.0,Nathan Beaulieu,8471657.0,Cody McLeod,29.06,19.82,3.96,40.95,18.5,6.61,70.02,38.31,10.57
2018020023,Dallas Stars,25,Winnipeg Jets,52,42.07,30.05,3.01,27.05,27.05,12.02,69.12,57.1,15.03,20:00,8476439.0,Brett Ritchie,8476392.0,Adam Lowry,24.0,18.0,4.5,34.5,24.0,4.5,58.5,42.0,9.0
2018020025,Minnesota Wild,30,Vegas Golden Knights,54,29.1,19.02,2.24,35.81,19.02,1.12,64.91,38.05,3.36,53:44,8475220.0,Marcus Foligno,8471817.0,Ryan Reaves,13.71,2.28,2.28,25.13,4.57,4.57,38.83,6.85,6.85
2018020031,Los Angeles Kings,26,Detroit Red Wings,17,25.22,18.34,2.29,38.98,27.52,2.29,64.2,45.86,4.59,26:16,8474162.0,Jake Muzzin,8475324.0,Nick Jensen,17.79,17.79,10.67,33.79,14.23,8.89,51.58,32.02,19.57
2018020045,Boston Bruins,6,Edmonton Oilers,22,38.24,22.95,2.55,25.5,33.14,7.65,63.74,56.09,10.2,23:33,8476915.0,Jujhar Khaira,8476191.0,Kevan Miller,21.4,19.75,4.94,24.69,23.05,3.29,46.09,42.8,8.23
2018020052,Detroit Red Wings,17,Toronto Maple Leafs,10,12.31,30.77,6.15,36.92,6.15,6.15,49.23,36.92,12.31,09:49,8477215.0,Danny DeKeyser,8476410.0,Josh Leivo,28.69,21.52,4.78,28.69,19.13,4.78,57.39,40.65,9.56
2018020055,Nashville Predators,18,Winnipeg Jets,52,31.95,26.9,0.0,23.54,20.18,8.41,55.49,47.08,8.41,35:41,8471218.0,Blake Wheeler,8475218.0,Mattias Ekholm,19.74,7.4,12.34,37.01,17.27,19.74,56.75,24.67,32.08
2018020055,Nashville Predators,18,Winnipeg Jets,52,31.95,26.9,1.68,23.54,20.18,10.09,55.49,47.08,11.77,35:41,8477940.0,Nikolaj Ehlers,8476925.0,Colton Sissons,19.74,7.4,9.87,37.01,17.27,17.27,56.75,24.67,27.14
2018020075,Montréal Canadiens,8,Detroit Red Wings,17,35.15,20.08,2.51,25.1,40.17,7.53,60.25,60.25,10.04,48:07,8476443.0,Xavier Ouellet,8477479.0,Tyler Bertuzzi,0.0,10.1,5.05,25.25,35.34,10.1,25.25,45.44,15.15
2018020077,Nashville Predators,18,Minnesota Wild,30,28.63,9.54,7.16,23.86,21.47,4.77,52.49,31.01,11.93,25:11,8474736.0,Zac Rinaldo,8468611.0,Matt Hendricks,20.68,8.62,1.72,32.74,18.96,3.45,53.42,27.57,5.17
2018020078,New Jersey Devils,1,Dallas Stars,25,29.74,16.99,4.25,25.49,14.16,7.08,55.23,31.16,11.33,42:28,8477425.0,Miles Wood,8473994.0,Jamie Benn,34.22,10.27,3.42,20.53,10.27,10.27,54.75,20.53,13.69
2018020079,New York Rangers,3,Colorado Avalanche,21,43.98,33.51,4.19,29.32,23.04,4.19,73.3,56.54,8.38,28:50,8476368.0,Fredrik Claesson,8474685.0,Matt Calvert,23.45,17.59,1.17,21.11,14.07,4.69,44.56,31.66,5.86
2018020086,Montréal Canadiens,8,St. Louis Blues,19,66.06,33.03,0.0,0.0,33.03,0.0,66.06,66.06,0.0,01:56,8474034.0,Pat Maroon,8474818.0,Jordie Benn,18.6,18.6,6.2,23.77,20.67,4.13,42.37,39.27,10.33
2018020089,Anaheim Ducks,24,New York Islanders,2,25.35,6.34,3.17,34.86,28.52,0.0,60.21,34.86,3.17,19:06,8476429.0,Scott Mayfield,8480031.0,Max Comtois,19.07,13.2,7.33,33.74,5.87,5.87,52.81,19.07,13.2
2018020091,New Jersey Devils,1,Colorado Avalanche,21,20.69,20.69,4.14,37.24,20.69,4.14,57.93,41.38,8.28,14:30,8477507.0,Nikita Zadorov,8478401.0,Pavel Zacha,29.01,18.46,9.23,26.37,14.51,5.27,55.38,32.97,14.51
2018020098,San Jose Sharks,28,Buffalo Sabres,7,34.0,20.0,5.0,24.0,24.0,7.0,58.0,44.0,12.0,60:00,8474567.0,Zach Bogosian,8477046.0,Joakim Ryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018020103,Carolina Hurricanes,12,Colorado Avalanche,21,39.5,40.82,3.95,19.75,25.02,3.95,59.25,65.84,7.9,45:42,8475907.0,Micheal Ferland,8473446.0,Erik Johnson,50.35,12.59,8.39,16.78,46.15,16.78,67.13,58.74,25.17
2018020105,Los Angeles Kings,26,Buffalo Sabres,7,21.05,16.37,2.34,23.39,11.7,4.68,44.44,28.07,7.02,25:53,8475160.0,Kyle Clifford,8474567.0,Zach Bogosian,17.59,22.86,3.52,19.35,7.03,7.03,36.93,29.9,10.55
2018020112,Vancouver Canucks,23,Boston Bruins,6,18.89,26.99,2.7,13.49,13.49,2.7,32.38,40.48,5.4,22:14,8477500.0,Bo Horvat,8478569.0,Noel Acciari,19.04,23.43,2.93,36.62,8.79,1.46,55.66,32.22,4.39
2018020114,San Jose Sharks,28,New York Islanders,2,34.95,14.98,1.66,19.97,26.63,3.33,54.92,41.61,4.99,36:10,8476429.0,Scott Mayfield,8476624.0,Barclay Goodrow,40.28,17.62,17.62,30.21,32.73,20.14,70.49,50.35,37.76
2018020114,San Jose Sharks,28,New York Islanders,2,38.69,15.68,7.32,20.91,27.19,10.46,59.6,42.87,17.78,57:26,8475169.0,Evander Kane,8475314.0,Anders Lee,0.0,23.38,0.0,93.51,70.13,23.38,93.51,93.51,23.38
2018020117,Anaheim Ducks,24,Buffalo Sabres,7,29.4,18.09,2.26,38.44,18.09,2.26,67.84,36.18,4.52,26:32,8474567.0,Zach Bogosian,8470616.0,Ryan Kesler,23.31,7.17,7.17,43.03,12.55,1.79,66.33,19.72,8.96
2018020122,New York Rangers,3,Florida Panthers,13,21.21,26.1,3.26,34.25,29.36,6.52,55.46,55.46,9.79,36:47,8479553.0,Maxim Mamin,8474090.0,Brendan Smith,10.34,31.01,10.34,38.77,25.84,5.17,49.1,56.86,15.51
2018020125,Ottawa Senators,9,Boston Bruins,6,32.42,20.47,0.0,27.3,32.42,3.41,59.72,52.89,3.41,35:15,8473419.0,Brad Marchand,8474250.0,Zack Smith,46.06,21.82,7.27,29.09,12.12,7.27,75.15,33.94,14.55
2018020129,Edmonton Oilers,22,Pittsburgh Penguins,5,29.0,53.86,4.14,24.86,45.57,4.14,53.86,99.42,8.29,14:29,8476467.0,Jamie Oleksiak,8475178.0,Zack Kassian,42.75,18.86,3.77,23.89,23.89,5.03,66.64,42.75,8.8
2018020132,Colorado Avalanche,21,Tampa Bay Lightning,14,30.21,25.17,2.52,12.59,17.62,5.03,42.8,42.8,7.55,23:50,8477448.0,Marko Dano,8476826.0,Yanni Gourde,16.59,4.98,3.32,29.86,19.91,4.98,46.45,24.88,8.29
2018020138,Minnesota Wild,30,Los Angeles Kings,26,24.32,36.49,0.0,42.57,42.57,0.0,66.89,79.05,0.0,09:54,8476372.0,Nick Seeler,8475160.0,Kyle Clifford,21.56,19.16,5.99,19.16,17.96,7.19,40.72,37.13,13.17
2018020139,Chicago Blackhawks,16,New York Rangers,3,33.64,9.18,2.04,18.35,20.39,4.08,52.0,29.57,6.12,59:14,8476918.0,Jimmy Vesey,8475430.0,Brandon Manning,0.0,0.0,78.26,0.0,0.0,0.0,0.0,0.0,78.26
2018020140,Dallas Stars,25,Anaheim Ducks,24,28.51,15.55,0.0,15.55,33.69,0.0,44.06,49.24,0.0,23:09,8476889.0,Radek Faksa,8477969.0,Marcus Pettersson,40.71,11.4,9.77,27.68,22.8,11.4,68.39,34.19,21.17
2018020155,St. Louis Blues,19,Chicago Blackhawks,16,29.68,15.35,1.02,21.49,12.28,5.12,51.17,27.63,6.14,58:38,8477964.0,Ivan Barbashev,8470607.0,Brent Seabrook,43.9,0.0,0.0,0.0,0.0,43.9,43.9,0.0,43.9
